HGNC symbol	EntrezGene ID
TTYH3	80727
COTL1P1	
MTND2P22	
TRBV22-1	
	101929539
GUK1	2987
EVA1C	59271
TNP1	7141
RDH10-AS1	101926926
KRT8P33	
RPL7L1P12	
UBL4A	8266
PEX5	5830
RPL7P61	
THBS2	7058
DNM1P46	196968
ACTL10	170487
RBMS2P1	
SNHG3	8420
PDK2	5164
KRT18P52	
FMNL1	752
HAND2-AS1	79804
CACNB1	782
CCL22	6367
RBMY1HP	
HELZ2	85441
SUGT1P3	283507
PICSAR	378825
	101927989
NUDT21	11051
PRELID3BP6	
GRM5-AS1	100873989
LAP3P1	
METTL2A	339175
PSPC1P2	
AP1AR	55435
ST7	7982
ST7	93655
ST7	102466616
FGFRL1	53834
RAMP2-AS1	100190938
RPS29P6	
DLGAP4-AS1	101926987
RLBP1	6017
NFU1P2	
DENND5A	23258
TOMM20P2	
LINC00332	100874127
	101927866
TMEM223	79064
PPP1R14BP2	
THPO	7066
DDX50	79009
KCNE4	23704
	100507377
C3orf35	
	105373006
	100128164
SMARCE1P1	
GATA3-AS1	399717
RHOD	29984
TFAMP2	
RPL36AP26	
ALOX12P2	245
PPP1R10P1	
CENPBD1	92806
TANK	10010
CTDSP1	58190
ARL8A	127829
ABCC6P1	
R3HCC1L	27291
MTMR12	54545
GPR85	54329
DPPA2	151871
GXYLT1	283464
ELMSAN1	91748
SGCA	6442
DPY19L2	283417
ZSCAN30	100101467
OR5M3	219482
MED12	9968
RBM28	55131
SATB2-AS1	150538
SIRPA	140885
HMGB1P28	
LINC01364	100505768
CBR3-AS1	100506428
SLC34A1	6569
CDH8	1006
DUOXA1	90527
GPR143	4935
RPL7P16	
RPSAP7	
SPCS2P1	
RPL21P10	
MAP2K6	5608
IMMP1LP3	
HCFC1-AS1	
CRIM1	51232
RPL19P20	
AGFG2	3268
TIMM8A	1678
ST7-AS2	93654
LINC00353	
HNRNPA3P14	
FAM90A25P	
	151121
GAPDHP1	
	102724153
ERBB3	2065
RPS24P14	
BRD8	10902
TAF1L	138474
FAM214B	80256
LINC00687	728450
OR4D6	219983
COL6A3	1293
HSPE1P7	
SPDYE13P	
LRP3	4037
LINC00529	
RPL19P13	
CIAPIN1P	
NANS	54187
AHCTF1	25909
WARS2-IT1	
DEF8	54849
CTLA4	1493
GNA15	2769
GRM5	2915
LINC00571	100874188
CHL1-AS1	101927193
BRINP2	57795
MRPS35	60488
YWHAZP6	
HSP90AA2P	
HMGB3P12	
ADRA1B	147
CAPZB	832
CCK	885
SLC25A4	291
PDE1A	5136
AFF1	4299
GLUD1	2746
PHF12	57649
PGPEP1L	145814
PPIE	10450
TOM1	10043
BOLA2P1	
CCT5P2	
RPL21P71	
CFAP45	25790
	101929224
NDUFS5P5	
CCSER1	401145
	105374002
HIGD1C	613227
SUPT6H	6830
OR2L6P	
GTPBP6	8225
SLC5A7	60482
OR2T32P	
TUBBP1	
BICD2	23299
MIR3180-3	
ACTR3BP4	
	100508631
PLRG1	5356
BNIP2	663
TPRX2P	
ATP5BP1	
LINC01589	100506737
SPG11	80208
CFAP52	146845
PRPF19	27339
VTN	7448
SPATA31E1	286234
NEIL1	79661
EMILIN2	84034
CRX	1406
EIF2A	83939
SDCBP	6386
KCNMA1-AS3	
C1orf35	79169
SAA1	6288
PROX1-AS1	
CEPT1	10390
NDUFA9	4704
GRID2	2895
SLC25A18	83733
CRAMP1	57585
NRSN1	140767
PLS3	5358
USH1G	124590
SLC26A5	375611
TRIM46	80128
RPS11P1	
NRBF2	29982
EIF4EP1	
CROCCP3	114819
OR7E97P	
OFD1P7Y	
SBDSP1	
AMMECR1L	83607
HNRNPA1P57	
NBPF3	84224
TYRO3P	
HCG14	414760
C2orf69P1	
ANKS1B	56899
PIP5K1A	8394
ATIC	471
NRAS	4893
MFGE8	4240
WDR74	54663
SRPX	8406
MB	4151
TMEM266	123591
FIGN	55137
EPG5	57724
FNDC4	64838
TRGV4	
TRGJ2	
GLIPR1L2	144321
MIXL1	83881
FITM2	128486
PCSK4	54760
RELN	5649
TAGLN	6876
PPM1L	151742
FGF10	2255
GPAT2P1	
STXBP5	134957
AHRR	57491
LCN8	138307
RPS6KB2	6199
IGHJ3P	
SPATA31A7	26165
PMS2P10	
FLVCR1-AS1	642946
LINC01595	
MARS	4141
MARS	102465454
PORCN	64840
OR7C1	26664
SEPT14P8	
LINC00901	100506724
PSMD7	5713
SFRP1	6422
MYBBP1A	10514
SFRP2	6423
NOP56P3	
STPG1	90529
CASC15	401237
WBP1LP7	
TBCAP1	
RCBTB1	55213
OR4K5	79317
RPL34-AS1	285456
RHOQ	23433
A2MP1	3
USP46	64854
PAX7	5081
APOOP2	
SIVA1	10572
OR7E39P	
RPL7AP69	
NEMP2	100131211
TRAV1-1	
SPIN4	139886
RPS26P30	
SLC15A1	6564
IL32	9235
KIF5C	3800
	105371919
KANK1P1	
RASSF8-AS1	
CRB3P1	
ZNF496	84838
IGLJCOR18	
NT5C3AP1	
OR10G2	26534
ZIM3	114026
IGLV6-57	
GPX4	2879
RPL24P7	
LINC01378	
MTA1	9112
LINC01162	104355138
IGFL1P2	
ABHD17AP5	
NRIP1	8204
OR2V1	26693
IGLVI-56	
U2AF1L4	199746
	105369810
PGAM1P5	100132594
TMEM256P2	
PANX2	56666
LINC01300	731779
TREML2	79865
SNRPEP7	
RPL11P5	
TIPIN	54962
LIN28B	389421
ADGRF5P1	
RNU6-1223P	
SNORD114-2	767578
RNU6-617P	
NFYB	4801
IGHVII-65-1	
RNY3P7	
GUCY2D	3000
TSSC1-IT1	
MIR26B	407017
	100506302
SH3BGRL2	83699
MIR4274	100422826
MIR615	693200
TATDN2	9797
MTURN	222166
MT1E	4493
RNU7-185P	
CMTM4	146223
MIEF2	125170
SNORA25	684959
MIR5700	100847031
RNU4-14P	
RNY3P9	
MIR5697	100847055
RN7SL668P	
RN7SL709P	
MIR2278	100313780
COX5BP3	
RNA5SP518	
NPM1P32	
KRT27	342574
SUMF1	285362
EEF1A1P10	
SNORA70E	100379250
	439933
MIR6134	102465140
RNA5SP50	
TUBB4BP6	
CBLC	23624
RNU6-86P	
NPM1P34	
MT1CP	
MIR4299	100423026
RNU6ATAC26P	
FSTL3	10272
AMN1	196394
RN7SKP259	
AGAP4	119016
MIR4499	100616304
PAH	5053
RN7SKP42	
C1orf100	200159
RNA5SP284	
RN7SKP45	
RN7SKP212	
KRT18P53	
RNU6-1071P	
SPTY2D1-AS1	
RNU6-512P	
C5orf47	133491
RNU7-165P	
RNU1-124P	
ZNF286B	729288
RNU4-77P	
SNRPD2	6633
COX6CP18	
SNORD125	100113380
RNU6-375P	
RNU6-628P	
CERK	64781
LEPR	3953
RN7SKP217	
NUTM2F	54754
WAC-AS1	
RNA5SP358	
CDC42P1	
RNU6-1081P	
KCNQ1OT1	10984
RNU6-679P	
SNORD58A	26791
FAM47A	158724
RN7SL297P	
	101928659
TRGC1	445347
TBC1D2	55357
MIR4520-2	100616466
ALPP	250
MIR512-1	574458
MIR6723	102465432
STAC2	342667
MIR1268B	100616121
MIR98	407054
GUCY1A3	2982
	101929072
RNU6-875P	
RNU6-1196P	
C16orf95	100506581
MTHFD2P3	
RNU6-44P	
RNU6-1248P	
NTMT1	28989
ZNF90P2	
MIR3135A	100422901
RN7SL553P	
UBE2CP4	
SNORA70G	100379132
RNU6-1012P	
IL4I1	259307
USP9YP17	
RAE1	8480
ABHD17AP1	
TRAPPC2L	51693
	542767
GCK	2645
PCDHGC5	56097
CPB2-AS1	100509894
MIR3170	100422881
RNU1-88P	
MIR7641-2	102465753
RN7SL491P	
GPR173	54328
SCML2	10389
OR2L8	391190
MIR127	406914
RPS27AP2	
TCF4-AS2	
SULT1C2P2	
RN7SKP253	
RNU6-1003P	
DHRSX-IT1	
SNORD115-24	
HSD3B7	80270
RNA5SP459	
RN7SL622P	
PIK3C2A	5286
RN7SL110P	
C10orf82	143379
RN7SKP191	
RPL21P5	
PAGE3	139793
RNA5SP369	
CAMSAP3	57662
RN7SL578P	
RN7SKP179	
TMEM132B	114795
LINC00309	150992
RNU1-125P	
TRIB3	57761
SNORD34	26817
ITGA7	3679
LINC00620	285375
RNU6-840P	
FAM83D	81610
CNTN6	27255
	101929653
RFWD2	64326
RNU6-496P	
RN7SL370P	
RPS7P11	
KRT89P	
RN7SL343P	
RNU1-48P	
RWDD1	51389
RNU4-8P	
MIR4251	100422968
NTM-AS1	101929637
RNU7-25P	
ATOH1	474
MIR8056	102465862
MIR1299	100302167
TPM4	7171
RN7SL267P	
PCDHGA6	56109
MIR216B	100126319
ELANE	1991
MIR6814	102465488
RN7SKP65	
RNU6-166P	
RNA5SP409	
CABP7	164633
MFSD14B	84641
GP2	2813
RNU6-1294P	
RN7SL602P	
MIR1227	100302283
SNORD12	692057
HKR1	284459
MIR3686	100500839
RN7SKP245	
ARMC5	79798
RNU6-452P	
GOLGA8EP	100132979
FNIP2	57600
DNTT	1791
MIR513A2	574510
RNA5S14	100169765
RNU5F-3P	
STAP1	26228
MIR891B	100126304
RN7SKP294	
TCF3P1	
NUTF2P7	
NAA35	60560
CDC14C	
DUTP1	
RNU6-668P	
OR3A2	4995
FBXO6	26270
	102724684
RPL36AP21	
SNRNP200	23020
SCARNA10	692148
RNU6-618P	
OR1AC1P	
POM121L3P	
KCNQ4	9132
RN7SL672P	
FUNDC2P3	
	101929241
XIST	7503
MIR433	574034
KLHDC10	23008
RNA5SP378	
CD209	30835
ZNF296	162979
	100506368
SSH3	54961
	101929076
	101927588
LINC01337	103689917
	101929505
LYG1	129530
LTC4S	4056
MGAT4EP	641515
UBTD2	92181
PIWIL4	143689
DHTKD1	55526
METAP1D	254042
RPS3AP17	
PRTN3	5657
FBXO2	26232
UBA52	7311
HINT1	3094
NEUROG2	63973
GLDC	2731
LRRC27	80313
OR4F5	79501
TMEM39B	55116
MIR3126	100423030
RN7SL11P	
	101928405
MIR4686	100616126
MIR5695	100847016
MIR515-1	574462
SRA1	10011
RPSAP14	
OSTM1-AS1	100287366
RN7SKP32	
LINC00534	100874052
RNA5SP289	
RNU6-434P	
RNU1-7P	
ACTL8	81569
RNU6-252P	
SSR1P1	
RNF19BPX	
RNU6-321P	
KCNG4	93107
MIR181D	574457
MT1DP	
RNU6-19P	
RNU6-109P	
RNU2-1	6066
VN1R32P	
PTP4A1P5	
RNU4-66P	
BNIP3P18	
RNU7-1	100147744
TRAV6	
RNA5SP217	
TUBB3P2	
MIR4669	100616236
RNA5SP153	
RN7SL73P	
SLC25A1P2	
TIFA	92610
N4BP2L2-IT2	116828
NABP2	79035
MTCO1P35	
RNU6-790P	
CPPED1	55313
RNU7-197P	
FAM86C2P	645332
ATP5J	522
RPL23AP78	
	105376100
CCDC102A	92922
	101928845
PRKAA1	5562
TPT1P7	
TRMT112P2	
CYLC1	1538
BTF3L4P4	
RN7SKP35	
SNORD98	692211
IGFBPL1	347252
KRIT1	889
MTND1P3	
NR2C2	7182
SNORA71B	
TBRG4	9238
ASIC3	9311
RNU6-374P	
RNA5SP215	
RPL9P32	
RN7SL192P	
RN7SKP13	
DDX47	51202
MIR620	693205
NCOA3	8202
FRMD4B	23150
ETS2	2114
MCM2	4171
SNORA70B	100124537
ALG1L8P	
RN7SL541P	
MIR4319	100422829
TUBAP	
YWHAB	7529
OFD1P10Y	
ARMCX6	54470
SIN3B	23309
NEK4P3	
REPS2	9185
FAM231A	729574
FAM231A	729587
FAM231A	102723383
	101928241
OR2T4	127074
C14orf159	80017
CCDC169	728591
OR6B3	150681
MIR758	768212
RNU6-1193P	
SNX2	6643
RNU6-624P	
OR9S24P	
RNU6-264P	
ALDH16A1	126133
RNU6-1151P	
OR2B6	26212
SLC35F3	148641
SLC9A3R2	9351
RNU2-14P	
RNU1-39P	
SEPHS1P4	
SNORD114-29	767610
EEF1B2P6	
RASGEF1C	255426
FOS	2353
PTPRH	5794
MRPS16	51021
RN7SL180P	
RNU6-1178P	
RN7SL132P	
RNU6-1204P	
RN7SL405P	
PHBP6	
RAET1L	154064
DCAF12L1	139170
SIGLEC7	27036
LINC00094	
ARHGEF1	9138
ARHGEF1	100505585
RNA5SP178	
RN7SL584P	
SNORD90	692206
SNORA17A	677804
	389033
MIR548AG1	100616450
MIR4509-3	100616382
TXNRD3	114112
RNA5SP149	
ATP5LP5	
MIR367	442912
OLFM2	93145
RNU6-889P	
GTF2IP1	2970
MIR651	723779
LINC00500	
MAD1L1	8379
RNU6-719P	
RN7SL656P	
LINC01091	285419
RN7SKP122	
SRSF10	10772
RNU1-36P	
MIR520A	574467
OR7G15P	
	101929237
FTX	100302692
RN7SL690P	
PROSC	11212
RNU2-21P	
PRKAR2A	5576
RNU6-768P	
RN7SL812P	
RNU4-59P	
AFAP1L2	84632
RNU6-104P	
TRAV4	
RN7SL237P	
MIR3611	100500890
SMIM2-AS1	
LINC01566	283914
LINC01333	101929082
SAMD12-AS1	552860
RNY4P23	
RNU6-772P	
AKAP14	158798
MIR3914-2	100500920
RN7SL775P	
RASGRP4	115727
NEXN	91624
SNORA2A	677793
TDRG1	732253
MIR302F	100302131
RNU1-6P	
CYCSP35	
RNA5SP212	
RN7SL278P	
ZNF776	284309
HPS1	3257
CTNNA3	29119
MT1JP	4498
	102723809
PARP14	54625
MUC17	140453
HNRNPA3P3	
PFN3	345456
C1orf127	148345
LINC00461	407047
LINC00461	645323
BFSP2-AS1	85003
TRIM60P17	
	105373343
UNC93B5	
CACNA1C-IT3	
LINC00951	
SNRPCP1	
BARHL2	343472
SEBOX	645832
LDAH	60526
	100128714
TUG1	
SH3D21	79729
TRAV12-1	
IFT172	26160
GEN1	348654
POPDC3	64208
S100A10	6281
C5orf49	134121
	105373635
DNAJC25-GNG10	552891
KIFC3	3801
MIR200C	406985
RNU7-7P	
RN7SL26P	
ABCB1	5243
PRX	57716
PPP3CB	5532
RPLP0P2	113157
RN7SKP172	
RNU4-24P	
SLC35B3	51000
MIR337	442905
RNU6-811P	
HEPACAM2	253012
MIR4276	100423042
RNU6-605P	
MIR3657	100500889
RN7SL197P	
RNA5SP406	
RNU7-173P	
MIR206	406989
NFIA	4774
SLC6A1-AS1	100874090
QTRT1	81890
RN7SKP236	
SCD	6319
RN7SL760P	
IGKV6D-41	
RPL12P23	
ARID4B	51742
TRAF4	9618
SNORD116-16	100033428
CXCL1	2919
RN7SL616P	
SNORD114-14	767592
EIF2AK1	27102
SORBS1	10580
SNORD115-20	100033460
LRRC2	79442
LCMT1-AS2	100506655
	285804
C15orf61	145853
HNRNPA1P47	
HIGD1AP13	
MTND4LP30	
	105373496
RPS29P16	
RPS15AP18	
CCDC126	90693
RNU6-267P	
CATSPER3	347732
PIGF	5281
RN7SL712P	
ZNF471	57573
MIR129-2	406918
RN7SKP75	
RN7SKP197	
CFAP54	144535
RNU6-208P	
MIR4311	100422905
MIR548O	100313829
SFT2D2	375035
	100505920
RNA5SP501	
RCN1P2	
MIR6829	102465977
RN7SL428P	
RN7SL72P	
MIR6720	102466720
MIR4632	100616438
MIR624	693209
MIR4716	100616332
RN7SL320P	
RNA5SP391	
THUMPD1P1	
MIR3180-2	100422956
MIR1193	100422837
RN7SKP240	
RN7SL147P	
RPS15AP3	
MIR3196	100423014
OR7E149P	
ERVV-1	147664
MYT1	4661
UQCRHP3	
CYGB	114757
RAD54L	8438
ASS1P9	
IFT57	55081
TCEB1P6	
PTPRZ1	5803
TRPC7-AS1	
PAPSS1	9061
TAS2R5	54429
TESK1	7016
C1orf56	54964
VCAN	1462
B3GNTL1P2	
CBX1	10951
ZBED3	84327
MIR302B	442894
BTBD16	118663
MIR542	664617
HJURP	55355
DGKE	8526
CICP7	
RNA5SP367	
TUBGCP2	10844
MIR3145	100423001
MIR6074	102464827
RNU6-1095P	
SEPT14P13	
ZNF320	162967
RNU7-97P	
PCP4L1	654790
RNU6-122P	
THBS4	7060
MLLT11	10962
RNVU1-15	101954267
PRELID3BP1	
ADAMTS9	56999
RNA5S7	100169758
GK2	2712
RN7SL160P	
RN7SL141P	
SETP5	
	339568
FAM228A	653140
RNU4-40P	
SNORA48	652965
HNRNPA1P67	
RNU1-134P	
COX6CP8	
SPCS1	28972
MIR488	574441
NF1P11	
RN7SL597P	
MIR28	407020
CELSR3	1951
CELSR3	100616112
IGLV1-47	
MIR1-1	406904
MIR5690	100847048
RNU6-1340P	
DDX60L	91351
MIR6876	102465527
SNORD113-3	767563
RNA5S16	100169767
SNORD114-10	767588
SNORD116-23	100033434
RN7SKP25	
MIR514B	100422847
TCAF1P1	
SNORA11D	100124541
RNU6-351P	
OR5AL2P	
RNU6-29P	
ERP29P1	
PRAMEF14	729528
RN7SL600P	
OVCH1-AS1	101055625
RNA5SP226	
RNU7-14P	
RNU6-83P	
	101927424
DEFB105B	504180
RNU6-917P	
RNU6-210P	
GOLGA2P10	
LYSMD4	145748
RN7SL649P	
NANOGP4	
RNU6-95P	
RNA5SP128	
MTND4P33	
MAGOH2P	
CEACAMP7	
RNU7-18P	
RNU4-75P	
IER2	9592
SNORD114-27	767608
HMGB3P16	
RNU6-600P	
RNU6-810P	
RNA5SP237	
	100506497
SNORD83A	116937
RNU6-558P	
FOXC2	2303
ARHGEF7-IT1	
USH2A	7399
MIR15B	406949
MIR4484	100616327
	102477328
MIR5571	100847006
MIR3180-3	100422836
P4HA2	8974
	101928917
DNAJC25	548645
MIR4328	100422932
FCMR	9214
MIR190A	406965
	105375483
RNU6-756P	
	105378668
FOXG1	2290
RNU6-251P	
RNVU1-1	101954273
FOXL1	2300
NONOP2	
MIR617	693202
FMR1NB	158521
MIR154	406946
RNU1-149P	
SNORA62	
RNU6-996P	
KIAA1586	57691
UBE2F-SCLY	
RNU6-601P	
TUBA3FP	113691
MIR3202-1	100422987
RN7SKP270	
MYCL	4610
HCFC2	29915
RN7SKP209	
MIR376A1	494325
RNU6-303P	
SPDYC	387778
CEACAMP9	
MIR3671	100500854
MIR562	693147
RNU6-842P	
MIR4783	100616187
MIR760	100126348
RNU6-437P	
MIR1289-1	100302125
CASP6	839
TTTY1	50858
TTTY1	100101116
TESC-AS1	
MTND6P11	
MIRLET7G	406890
PGAM5	192111
RNU6-1117P	
MIR6724-1	102465433
RPL7AP6	
RN7SL242P	
MIR4507	100616135
LINC00393	
PRDX3	10935
RNA5SP158	
RN7SL4P	
MIR548S	100422862
MIR3691	100500900
	101927411
RNU6-274P	
ABCA5	23461
MIR4803	100616377
SIL1	64374
RNU6-455P	
HNRNPDP2	
RNU6-320P	
RNA5SP159	
RN7SKP273	
ARRDC1	92714
ERCC1	2067
NDUFB7	4713
MIR4423	100616481
REXO1L11P	
KCNE1B	
RNY4P27	
HNRNPA3P6	
RNU6-1147P	
OR9G1	390174
RN7SL703P	
RIPK4	54101
RNU6-136P	
SYT10	341359
KRT8P38	
REXO1L9P	
SNORA36B	677818
SELENON	57190
MIR4262	100422996
MIR4465	100616180
CXorf23	256643
CMTM1	113540
RNU6-1217P	
ALKBH3-AS1	100507300
MIR892A	100126342
GLIPR1	11010
RNU6-431P	
FCN3	8547
SCARNA17	
RN7SL238P	
FBXO3	26273
HSPA2	3306
RNU6ATAC28P	
PLEKHG4	25894
RNU6-828P	
S100A14	57402
MIR1279	100302182
C16orf72	29035
RNU6-1319P	
LRRC8D	55144
RNU6-1122P	
RNU6-32P	
HCN1	348980
MIR3168	100422878
MIR188	406964
MARK3P1	
DEFA1B	1667
DEFA1B	728358
SNAP91	9892
MIR4323	100422980
RNU6-389P	
MIR3938	100500875
RPL12P29	
RNU5E-4P	
MIR3920	100500823
SCNN1A	6337
TIRAP	114609
MIR8079	102465876
RNU6-428P	
MIR1272	100302184
MIR3689A	100500846
MIR3156-2	100422907
SORCS2	57537
COL1A1	1277
LSM3P3	
FGF23	8074
LINC01410	103352539
MYH11	4629
DTHD1	401124
ENPEP	2028
TATDN1	83940
TATDN1	102466200
TNFAIP2	7127
ZNF638-IT1	
	101930085
SLC6A8	6535
FCGRT	2217
SKIV2L2	23517
TMEM220	388335
MTNR1B	4544
JMJD1C	221037
GAL	51083
SKA1	220134
SYT15	83849
SYT15	102724488
SUMO2	6613
GOLGA8R	101059918
GOLGA8R	107984057
KLK13	26085
SPATA12	353324
PON1	5444
NADK2-AS1	
UCHL5	51377
POTEI	653269
FAM90A22P	
UTP14C	9724
RAPGEF5	9771
H2AFZP3	
ALG11	440138
DNASE1L3	1776
NCF4	4689
CHODL-AS1	
ANKRD17	26057
TRBV10-1	
	400997
RPL35AP33	
BIRC3	330
PHYHIPL	84457
IGHV3-52	
CPXM2	119587
IGHV1-58	
SLC39A12-AS1	100129213
SBK3	100130827
DUSP26	78986
PPP1R14D	54866
PSG11	5680
RPS10P27	
C10orf55	414236
FAM24B	196792
PIGN	23556
NOB1	28987
ZC3H18	124245
TSPAN3	10099
DMPK	1760
RIN3	79890
TRIO	7204
PPP2R2D	55844
RAVER2	55225
FBXO21	23014
GOLGA7	51125
NBL1	4681
SNRPGP19	
NUMB	8650
NUMB	101928143
RBM22P13	
GOT2P1	
SGSM3	27352
HGH1	51236
PPL	5493
EIF3EP1	
TTPAL	79183
DCAF10	79269
CORIN	10699
C18orf15	
FANCE	2178
KIAA1109	84162
DNAJA1P1	
TRBV7-1	
PEX14	5195
USP17L12	100287205
GBP3	2635
TRAV13-2	
NEBL-AS1	
LDLRAD4	753
PLXNA3	55558
SSXP3	
	100499484
	285593
MMS22L	253714
TGFB3	7043
TMEM145	284339
SMPD2	6610
RPL17P12	
PRRG1	5638
PJA2	9867
CNOT7P2	
VIL1	7429
UTP15	84135
NUP58	9818
ESPL1	9700
MRPS11	64963
VWA5B1	127731
PDE1B	5153
CELF1	10658
SMG5	23381
LINC01586	101929743
GPN1	11321
PIK3CG	5294
	102546299
MYO7B	4648
APBA2	321
LINC01425	101927821
FBN1	2200
UBA2	10054
RPLP1P11	
RPS26P49	
KCNE1	3753
KCNE1	102723475
STAG3L1	
UBAP2L	9898
CD2	914
RPL5P21	
AGAP11	
USP17L13	100287238
ALMS1P1	200420
TUBB8P1	
SLC5A6	8884
DSC2	1824
SPA17P1	
PRG2	5553
SLC25A30-AS1	100874259
RPS4XP1	
CT47A5	728072
LINC00167	
C7orf25	79020
MINK1	50488
	400761
OR5R1	219479
ZBED3-AS1	
PLCH2	9651
ZNF418	147686
GAPDHP22	
RPL26P34	
KIF28P	
MMRN2	79812
FCF1P6	
TIMM8BP2	
RPL29P19	
MIR106A	406899
MIR106A	406981
MIR106A	407049
MIR106A	574031
MIR106A	574032
MIR106A	574033
MIR19B2	406899
MIR19B2	406981
MIR19B2	407049
MIR19B2	574031
MIR19B2	574032
MIR19B2	574033
MIR92A2	406899
MIR92A2	406981
MIR92A2	407049
MIR92A2	574031
MIR92A2	574032
MIR92A2	574033
MIR363	406899
MIR363	406981
MIR363	407049
MIR363	574031
MIR363	574032
MIR363	574033
MIR20B	406899
MIR20B	406981
MIR20B	407049
MIR20B	574031
MIR20B	574032
MIR20B	574033
MIR18B	406899
MIR18B	406981
MIR18B	407049
MIR18B	574031
MIR18B	574032
MIR18B	574033
C3orf70	285382
VN1R66P	
SLC6A2	6530
EEF1A1P9	
EFCAB14P1	
LINC01341	
UTP23	84294
RPL23AP93	
YKT6	10652
ENPP7P12	
ZNF969P	
SDR9C7	121214
GCNT1P1	
MAGEB18	286514
RCAN1	1827
	101927139
EID2	163126
MARK2P4	
OR9A3P	
ZNF674	641339
CIR1P1	
VENTXP5	
RPL31P11	641311
PPT2-EGFL8	
HMGB1P9	
CPS1-IT1	29034
LINC00867	100506126
DDX3Y	8653
MTRNR2L5	100463289
CHN2	1124
CHN2	101928168
SPDL1	54908
GRM4	2914
TEX35	84066
ABCA10	10349
OR5BR1P	
GNG10	2790
GCM1	8521
ZYX	7791
NREP	9315
ZNF648	127665
LINC01502	100130954
LRRC69	100130742
FAM114A1	92689
RPS15AP11	
ENO2	2026
RPS15AP40	
	103611081
PSMD8	5714
PET117	100303755
RPS26P21	
ARHGAP31-AS1	100874246
FAM91A3P	
MIR3945HG	
EGFLAM	133584
SLITRK2	84631
TFEB	7942
NTN5	126147
PRELID1P1	
FBXO46	23403
ZNF649-AS1	101928571
AHSA2	130872
NME9	347736
SLC2A14	144195
BUD13	84811
ZNF321P	399669
TARDBP	23435
MTND4P2	
IPO9-AS1	100873949
	100268168
ANO9	338440
HDAC10	83933
C2orf16	84226
ZNF28	7576
DDX3P3	
GGT1	2678
GGT1	91227
GGT1	728441
GGT1	102724197
	101928557
PDSS1P1	
LARP7	51574
SHOX	6473
RAB43	339122
REL	5966
	339298
TDRP	157695
FAT1	2195
DBP	1628
CCDC25	55246
ACACA	31
PIP4K2C	79837
C5orf66	
ROR1	4919
NELFA	7469
NELFA	100126332
ADGRB3	577
ZNF736	728927
MAGI2-AS1	
TYW1	55253
ARHGEF7-AS2	100874238
JAK2	3717
CEP57L1P1	
LPAL2	80350
COL9A1	1297
OR2T35	403244
MTND5P11	
MTCO3P20	
GUSBP2	387036
FXYD6	53826
CENPT	80152
TMPOP1	
MTND1P29	
CCDC158	339965
ARL15	54622
DEFB106B	503841
MTCO1P20	
GALNT7	51809
MTCO2P7	
IGHV3OR16-10	
	100287592
STAT3	6774
CCDC115	84317
TUBB4BP2	
LURAP1L	286343
ZIC5	85416
RPL23AP85	
NAP1L1P2	
SLC6A5	9152
RPL21P134	
CHMP1AP1	
KRTAP4-2	85291
NENFP1	
TRIQK	286144
IGHV7-81	
KIRREL-IT1	
HMGB1P16	
OR7C2	26658
OR4F3	26683
LAMTOR5P1	
RBMX2P1	
NCS1	23413
	105374328
STOML3	161003
CASC4	113201
REXO1L1P	254958
RPL17P20	
NOLC1	9221
F8A2	474383
SNRPCP16	
PLCB1	23236
HNF4A-AS1	101927219
ASCC1	51008
ATPAF1	64756
NT5DC3	51559
CUL9	23113
FBP2	8789
KIRREL	55243
	101928590
ZNF322P1	
	105371050
SYTL1	84958
CBX1P3	
CFAP47	286464
	101928682
DDX58	23586
ZNF571-AS1	100507433
PSMA6P1	
FCGR1B	2210
ASH1L-IT1	
MAPRE1P1	
TMEM257	9142
	101927156
USP3-AS1	
OR5BM1P	
RPL12P21	
RPL29P24	
BLACE	
IGKV2D-14	
DBR1	51163
TOMM22	56993
EEF1A1P5	
NKX6-2	84504
MTMR9	66036
PFKM	5213
FOXP4	116113
NR4A1	3164
RBM6	10180
PSMC1P3	
IRGC	56269
NUP37	79023
	100505795
NRXN1	9378
GPRC5B	51704
THSD7B	80731
KRT71	112802
NXN	64359
IFI6	2537
ADCK5	203054
RAPGEF2	9693
TCEB1P15	
XAF1	54739
IGSF10	285313
COX6A1P3	
FBXO4	26272
	151475
OR7E99P	
HNRNPA1P68	
ANKMY1	51281
PARD6G	84552
CDCA3	83461
HMGCL	3155
OR5H1	26341
UHRF1BP1L	23074
AP1S1	1174
EPM2AIP1	9852
FAM162A	26355
PIGU	128869
NCOR2	9612
ABCF2P1	
LATS2	26524
	101926966
BAGE2	
ASS1P4	
LINC00596	
USP17L16P	
MFSD10	10227
	102724163
	101927862
EXO1	9156
OR7E66P	
CYP2C58P	
RPS5P3	
RPL19P1	
P3H2	55214
RPL7P23	
PCP2	126006
LINC00499	100874047
CXCR2P1	
ZSWIM7	125150
PARD3-AS1	
IGHV1-46	
EPB41L1	2036
KRT8P26	
	100129917
TK2	7084
SS18L2P1	
TMPRSS11CP	
SLK	9748
	400661
USP9YP8	
MTCO2P25	
C16orf82	162083
RPS6KA6	27330
H2AFY	9555
SOX13	9580
TOR4A	54863
LKAAEAR1	198437
	729348
TGIF2LY	90655
NECAB2	54550
PFN4	375189
MNAT1	4331
RNF148	378925
CPS1	1373
TRBV6-3	
TRBV10-2	
PRDM13	59336
TRAK2	66008
ASS1P6	
GADD45B	4616
